timestamp,file_name,media_type,status,action
2026-05-16 22:35:30.288884,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 22:35:30.289049,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 22:35:30.289226,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 22:35:30.289419,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 22:35:30.289516,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 22:35:30.289719,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 22:35:30.289843,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 22:46:32.780131,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 22:46:32.780307,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 22:46:32.780497,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 22:46:32.780692,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 22:46:32.780772,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 22:46:32.780973,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 22:46:32.781091,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 22:48:38.153277,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 22:48:38.153431,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 22:48:38.153580,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 22:48:38.153723,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 22:48:38.153805,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 22:48:38.153956,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 22:48:38.154062,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 22:49:13.142573,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 22:49:13.142844,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 22:49:13.143068,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 22:49:13.143307,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 22:49:13.143437,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 22:49:13.143634,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 22:49:13.143747,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 22:50:45.212025,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 22:50:45.212529,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 22:50:45.212916,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 22:50:45.213125,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 22:50:45.213373,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 22:50:45.213913,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 22:50:45.214648,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 22:50:53.920101,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 22:50:53.920305,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 22:50:53.920613,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 22:50:53.920841,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 22:50:53.921029,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 22:50:53.921206,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 22:50:53.921383,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 22:58:55.623637,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 22:58:55.624164,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 22:58:55.624328,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 22:58:55.624437,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 22:58:55.624506,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 22:58:55.624947,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 22:58:55.625477,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 23:04:21.269361,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 23:04:21.269539,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 23:04:21.269718,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 23:04:21.270014,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 23:04:21.270103,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 23:04:21.270303,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 23:04:21.270409,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 23:11:31.945295,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 23:11:31.945541,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 23:11:31.945746,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 23:11:31.946041,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 23:11:31.946133,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 23:11:31.946321,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 23:11:31.946427,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 23:11:54.941778,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 23:11:54.941940,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 23:11:54.942102,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 23:11:54.942416,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 23:11:54.942511,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 23:11:54.942714,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 23:11:54.942831,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 23:12:09.483064,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 23:12:09.483244,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 23:12:09.483400,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 23:12:09.483580,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 23:12:09.483689,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 23:12:09.483836,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 23:12:09.483976,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 23:24:27.705416,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 23:24:27.705610,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 23:24:27.705786,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 23:24:27.706089,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 23:24:27.706177,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 23:24:27.706371,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 23:24:27.706478,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 23:24:31.178381,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 23:24:31.178514,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 23:24:31.178665,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 23:24:31.178852,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 23:24:31.178927,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 23:24:31.179092,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 23:24:31.179203,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 23:31:34.872245,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 23:31:34.872416,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 23:31:34.872572,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 23:31:34.873047,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 23:31:34.873147,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 23:31:34.873361,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 23:31:34.873484,test_media/Movies/Interstellar (2014)/badmoviefile,Movie,needs_rename,scanned
2026-05-16 23:31:34.873603,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 23:32:56.508866,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 23:32:56.509313,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 23:32:56.509984,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 23:32:56.510909,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 23:32:56.511208,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 23:32:56.511632,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 23:32:56.511908,test_media/Movies/Interstellar (2014)/badmoviefile,Movie,needs_rename,scanned
2026-05-16 23:32:56.512241,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 23:33:01.011499,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 23:33:01.011682,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 23:33:01.011830,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 23:33:01.012014,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 23:33:01.012100,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 23:33:01.012253,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 23:33:01.012361,test_media/Movies/Interstellar (2014)/badmoviefile,Movie,needs_rename,scanned
2026-05-16 23:33:01.012463,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 23:38:50.751310,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 23:38:50.752804,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 23:38:50.753031,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 23:38:50.754168,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 23:38:50.754708,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 23:38:50.755999,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 23:38:50.756430,test_media/Movies/Interstellar (2014)/badmoviefile,Movie,needs_rename,scanned
2026-05-16 23:38:50.756869,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-16 23:42:44.034248,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-16 23:42:44.034422,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-16 23:42:44.034651,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-16 23:42:44.035032,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-16 23:42:44.035195,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-16 23:42:44.035407,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-16 23:42:44.035523,test_media/Movies/Interstellar (2014)/badmoviefile,Movie,needs_rename,scanned
2026-05-16 23:42:44.035647,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-17 14:19:56.112558,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-17 14:19:56.150263,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-17 14:19:56.150586,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-17 14:19:56.150989,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-17 14:19:56.151147,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-17 14:19:56.151395,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-17 14:19:56.151522,test_media/Movies/Interstellar (2014)/badmoviefile,Movie,needs_rename,scanned
2026-05-17 14:19:56.151640,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-17 21:39:35.675600,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-17 21:39:35.707015,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-17 21:39:35.707198,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-17 21:39:35.707590,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-17 21:39:35.707697,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-17 21:39:35.707919,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-17 21:39:35.708065,test_media/Movies/Interstellar (2014)/badmoviefile,Movie,needs_rename,scanned
2026-05-17 21:39:35.708193,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-17 21:39:44.624732,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-17 21:39:44.624931,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-17 21:39:44.625113,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-17 21:39:44.625294,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-17 21:39:44.625463,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-17 21:39:44.625662,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-17 21:39:44.625777,test_media/Movies/Interstellar (2014)/badmoviefile,Movie,needs_rename,scanned
2026-05-17 21:39:44.625884,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-17 21:40:23.539479,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-17 21:40:23.539766,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-17 21:40:23.540021,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-17 21:40:23.540322,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-17 21:40:23.540401,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-17 21:40:23.540649,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-17 21:40:23.540778,test_media/Movies/Interstellar (2014)/badmoviefile,Movie,needs_rename,scanned
2026-05-17 21:40:23.540888,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-17 21:40:32.778609,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-17 21:40:32.778807,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-17 21:40:32.778978,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-17 21:40:32.779176,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-17 21:40:32.779267,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-17 21:40:32.779424,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-17 21:40:32.779550,test_media/Movies/Interstellar (2014)/badmoviefile,Movie,needs_rename,scanned
2026-05-17 21:40:32.779655,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-17 21:40:35.846242,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-17 21:40:35.846454,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-17 21:40:35.846646,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-17 21:40:35.846839,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-17 21:40:35.846944,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-17 21:40:35.847113,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-17 21:40:35.847249,test_media/Movies/Interstellar (2014)/badmoviefile,Movie,needs_rename,scanned
2026-05-17 21:40:35.847356,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-17 21:40:49.025252,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-17 21:40:49.025473,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-17 21:40:49.025670,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-17 21:40:49.026000,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-17 21:40:49.026089,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-17 21:40:49.026316,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-17 21:40:49.026458,test_media/Movies/Interstellar (2014)/badmoviefile,Movie,needs_rename,scanned
2026-05-17 21:40:49.026583,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-17 21:51:04.664194,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-17 21:51:04.664401,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-17 21:51:04.664597,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-17 21:51:04.664906,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-17 21:51:04.665061,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-17 21:51:04.665288,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-17 21:51:04.665405,test_media/Movies/Interstellar (2014)/badmoviefile,Movie,needs_rename,scanned
2026-05-17 21:51:04.665530,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-17 21:52:45.990090,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-17 21:52:45.990262,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-17 21:52:45.990415,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-17 21:52:45.990747,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-17 21:52:45.990848,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-17 21:52:45.991059,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-17 21:52:45.991176,test_media/Movies/Interstellar (2014)/badmoviefile,Movie,needs_rename,scanned
2026-05-17 21:52:45.991288,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-17 21:52:51.214583,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-17 21:52:51.214757,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-17 21:52:51.215014,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
2026-05-17 21:52:51.215219,test_media/Tv/Breaking Bad/Season 1/badfile.txt,TV Show,needs_rename,scanned
2026-05-17 21:52:51.215302,test_media/Tv/Breaking Bad/Season 1/Breaking.Bad.S01E01.txt,TV Show,valid,scanned
2026-05-17 21:52:51.215475,test_media/Movies/The Matrix (1999)/The.Matrix.1999.1080p.mkv,Movie,valid,scanned
2026-05-17 21:52:51.215599,test_media/Movies/Interstellar (2014)/badmoviefile,Movie,needs_rename,scanned
2026-05-17 21:52:51.215707,test_media/Movies/Blade Runner 2049 (2017)/Blade.Runner.2049.2017.1080p.mkv,Movie,valid,scanned
2026-05-17 21:52:59.534736,test_media/Tv/Game Of Thrones/Season 2/Game.Of.ThronesS02E01.txt,TV Show,valid,scanned
2026-05-17 21:52:59.534898,test_media/Tv/Game Of Thrones/Season 1/Game.Of.ThronesS01E01.txt,TV Show,valid,scanned
2026-05-17 21:52:59.535056,test_media/Tv/Breaking Bad/Season 2/Breaking.Bad.S02E01.txt,TV Show,valid,scanned
